order_id,customer_id,restaurant_id,order_item,order_date,order_time,order_status,total_amount
3983,296,67,Dosa,2024-09-15,11:38:25,Completed,1576.35
3984,4057,87,Chicken Biryani,2024-09-04,16:07:03,Cancelled,1482.95
3985,3264,162,Burger,2025-11-26,19:05:10,Cancelled,1292.64
3986,1942,226,Fried Rice,2024-12-06,00:58:57,Pending,1161.46
3987,4301,4,Fried Rice,2024-02-03,17:33:01,Completed,1120.34
3988,3047,207,Burger,2024-07-22,19:25:50,Completed,1476.64
3989,3335,195,Dosa,2024-05-03,09:01:03,Cancelled,1106.74
3990,240,244,Burger,2025-12-14,10:04:27,Pending,512.98
3991,2882,1,Pasta,2024-10-08,03:10:50,Completed,452.15
3992,241,161,Veg Biryani,2025-12-24,09:22:39,Completed,1628.07
3993,2958,265,Burger,2024-05-24,14:50:26,Cancelled,969.68
3994,1688,104,Dosa,2025-08-18,15:43:27,Pending,998.48
3995,2183,202,Pasta,2025-10-25,15:32:53,Cancelled,190.2
3996,3979,101,Paneer Curry,2024-08-11,04:58:10,Pending,329.54
3997,440,295,Dosa,2025-08-31,05:20:19,Completed,220.34
3998,1467,251,Pasta,2024-03-31,00:46:11,Completed,1027.92
3999,4886,168,Veg Biryani,2025-06-30,04:00:40,Pending,682.18
4000,4849,237,Paneer Curry,2025-06-14,09:33:09,Cancelled,1311.63
4001,1609,121,Chicken Biryani,2024-07-26,18:52:23,Pending,283.93
4002,2634,229,Fried Rice,2024-09-14,07:49:35,Pending,1446.93
4003,4834,108,Fried Rice,2025-04-29,19:13:39,Completed,1898.17
4004,1503,210,Chicken Biryani,2024-12-18,23:21:00,Completed,1549.79
4005,4325,241,Fried Rice,2024-01-30,14:41:25,Pending,1541.69
4006,698,278,Veg Biryani,2024-03-02,17:30:30,Completed,1247.46
4007,778,112,Veg Biryani,2024-09-01,14:31:54,Completed,472.69
4008,2982,267,Dosa,2025-04-17,09:13:53,Cancelled,312.61
4009,2036,256,Pasta,2026-01-24,07:32:25,Cancelled,958.28
4010,96,251,Veg Biryani,2024-12-08,18:23:14,Completed,1300.58
4011,2977,61,Chicken Biryani,2026-02-10,14:43:33,Pending,622.58
4012,3728,271,Burger,2025-05-22,01:18:14,Cancelled,1399.77
4013,4350,138,Burger,2024-11-04,16:04:10,Completed,548.64
4014,3789,110,Pasta,2025-06-13,12:47:21,Pending,1360.68
4015,2385,135,Pizza,2025-12-07,00:15:48,Pending,467.24
4016,82,97,Veg Biryani,2024-02-29,22:22:02,Pending,1161.67
4017,3195,132,Burger,2025-06-02,08:54:54,Cancelled,1902.66
4018,4254,167,Dosa,2025-03-14,17:55:46,Pending,1988.43
4019,4604,294,Fried Rice,2024-02-12,20:03:17,Cancelled,1224.73
4020,1526,18,Paneer Curry,2024-01-25,07:16:41,Cancelled,1788.43
4021,2804,80,Pasta,2025-03-22,00:11:05,Cancelled,1294.99
4022,2963,82,Burger,2024-02-25,04:31:18,Cancelled,191
4023,4900,206,Pasta,2024-05-13,22:06:07,Completed,531.62
4024,2015,184,Pasta,2025-09-06,06:00:44,Pending,617.71
4025,241,226,Veg Biryani,2024-01-04,08:54:49,Pending,637.34
4026,3793,107,Pizza,2024-03-02,06:33:13,Completed,340.85
4027,2927,111,Veg Biryani,2025-10-05,22:10:56,Cancelled,1955.62
4028,181,150,Pizza,2024-11-30,00:09:33,Completed,267.37
4029,320,197,Pizza,2025-06-28,05:05:54,Completed,685.8
4030,4642,122,Chicken Biryani,2024-05-07,01:11:04,Pending,678.96
4031,1782,265,Fried Rice,2024-10-21,16:19:17,Pending,1542.2
4032,3663,105,Pizza,2025-05-12,21:50:43,Pending,1682.33
4033,2683,122,Veg Biryani,2024-12-03,23:13:55,Pending,1733.08
4034,3982,75,Burger,2025-07-02,05:42:33,Cancelled,1756.24
4035,1078,182,Veg Biryani,2025-03-23,09:59:37,Cancelled,765.39
4036,3826,215,Veg Biryani,2025-01-06,13:17:38,Pending,1821.9
4037,1997,28,Veg Biryani,2025-08-28,01:29:36,Cancelled,915.66
4038,2690,156,Dosa,2026-01-14,22:35:40,Cancelled,1063.4
4039,2774,8,Dosa,2025-01-31,03:45:41,Cancelled,1162.28
4040,2666,16,Pizza,2025-08-22,04:11:30,Cancelled,599.98
4041,337,122,Fried Rice,2025-02-20,10:34:33,Completed,954.01
4042,2959,178,Fried Rice,2025-02-26,21:41:14,Cancelled,1431.81
4043,3017,171,Veg Biryani,2026-03-03,07:39:28,Completed,1074.64
4044,1250,229,Paneer Curry,2025-12-29,04:52:57,Pending,684.05
4045,4069,253,Dosa,2026-02-25,16:27:27,Pending,1199.92
4046,2326,61,Pizza,2024-07-03,13:28:08,Completed,1086.91
4047,4808,128,Paneer Curry,2024-05-31,10:30:08,Cancelled,1003.48
4048,4043,32,Dosa,2024-02-09,00:37:11,Pending,1798.29
4049,4485,159,Pasta,2025-09-06,10:20:51,Pending,1805.21
4050,3575,219,Pizza,2026-01-06,03:50:31,Completed,1394.16
4051,4003,61,Pizza,2024-12-15,15:21:22,Pending,804.35
4052,245,87,Paneer Curry,2024-08-14,12:30:24,Pending,959.89
4053,3077,155,Veg Biryani,2025-10-01,00:45:29,Completed,1833.18
4054,1209,248,Pasta,2024-06-05,17:52:12,Pending,491.01
4055,3014,58,Burger,2024-03-05,10:18:16,Pending,314.05
4056,458,174,Dosa,2025-10-14,01:47:58,Pending,752.41
4057,2894,183,Fried Rice,2024-09-03,10:33:03,Pending,1856.43
4058,3474,286,Burger,2024-07-10,04:28:45,Completed,821.26
4059,3397,213,Chicken Biryani,2025-11-04,17:36:33,Cancelled,1662.3
4060,64,155,Veg Biryani,2025-09-19,12:57:57,Completed,1065.16
4061,2407,103,Veg Biryani,2026-02-16,01:51:00,Pending,286.93
4062,4581,165,Pizza,2024-12-03,17:10:06,Completed,1296.4
4063,4777,119,Burger,2025-08-15,16:37:52,Pending,1165.26
4064,1988,36,Pasta,2024-02-17,22:25:48,Completed,1104.2
4065,4476,180,Chicken Biryani,2025-06-14,18:25:46,Completed,182.81
4066,1614,41,Veg Biryani,2025-01-15,20:05:34,Completed,814.52
4067,359,83,Pasta,2024-07-28,06:18:23,Pending,211.16
4068,1945,112,Pasta,2025-09-17,06:54:45,Completed,1059.58
4069,20,121,Paneer Curry,2024-02-13,06:44:00,Cancelled,438.77
4070,4585,273,Burger,2025-11-01,02:17:09,Cancelled,678.65
4071,814,212,Paneer Curry,2025-04-05,18:55:22,Pending,879.86
4072,1107,5,Burger,2026-02-04,09:56:18,Pending,1083.51
4073,2409,96,Pasta,2024-04-04,06:45:26,Pending,669.15
4074,3384,158,Dosa,2024-10-11,05:25:16,Completed,604.4
4075,1591,86,Paneer Curry,2025-10-25,20:20:43,Cancelled,1662.41
4076,3624,168,Veg Biryani,2025-02-20,08:43:27,Cancelled,1422.95
4077,2477,140,Pizza,2025-04-30,16:09:07,Pending,849.76
4078,2507,132,Pasta,2025-04-01,03:12:55,Cancelled,528.39
4079,2744,128,Veg Biryani,2025-08-05,22:26:59,Pending,740.93
4080,2548,74,Burger,2025-03-23,14:41:11,Cancelled,644.8
4081,3104,299,Chicken Biryani,2024-06-05,22:48:50,Cancelled,1884.84
4082,4827,199,Pasta,2025-01-19,09:46:02,Pending,1375.22
4083,998,276,Pizza,2025-06-15,02:19:32,Completed,1203.89
4084,1118,137,Pasta,2024-05-29,08:50:49,Cancelled,1042.41
4085,1856,240,Burger,2024-07-09,01:54:35,Completed,1033.62
4086,437,199,Veg Biryani,2025-07-25,09:49:28,Completed,1087.6
4087,4267,168,Paneer Curry,2025-05-18,10:57:06,Cancelled,579.86
4088,2686,300,Pasta,2024-09-28,12:00:14,Cancelled,1624.16
4089,3272,191,Paneer Curry,2024-11-29,16:21:37,Cancelled,844.5
4090,444,181,Fried Rice,2025-11-24,00:04:39,Completed,1717.49
4091,3924,218,Dosa,2024-05-14,14:24:11,Cancelled,600.24
4092,1760,213,Burger,2025-09-08,09:36:38,Completed,997.76
4093,880,131,Pasta,2025-01-11,14:58:01,Pending,482.62
4094,1455,22,Chicken Biryani,2024-09-14,09:13:06,Pending,403.74
4095,3534,227,Dosa,2025-12-02,18:34:20,Pending,1464.87
4096,416,128,Fried Rice,2025-01-12,04:59:54,Completed,1307.36
4097,4323,178,Chicken Biryani,2024-04-04,20:48:47,Pending,888.63
4098,1929,115,Fried Rice,2025-10-04,03:41:15,Cancelled,720.67
4099,2156,97,Pizza,2025-07-10,03:11:20,Completed,1454
4100,3468,211,Burger,2025-05-27,17:19:23,Completed,1725.91
4101,391,143,Pizza,2025-11-18,21:31:09,Completed,504.38
4102,3295,21,Veg Biryani,2024-04-08,00:03:24,Cancelled,1668.13
4103,2979,78,Pizza,2024-02-14,01:23:21,Cancelled,273.26
4104,3762,152,Pasta,2024-09-30,12:43:39,Pending,1282.09
4105,1088,243,Chicken Biryani,2024-01-22,12:09:05,Cancelled,458.76
4106,3517,49,Veg Biryani,2025-09-23,22:35:21,Pending,525.27
4107,367,160,Chicken Biryani,2025-05-30,07:03:13,Cancelled,1029.88
4108,1012,114,Chicken Biryani,2026-01-19,13:20:09,Pending,264.4
4109,1147,56,Pasta,2025-09-01,05:34:32,Cancelled,1224.83
4110,1648,236,Veg Biryani,2024-10-21,12:20:53,Pending,1996.88
4111,359,146,Burger,2024-09-01,05:38:35,Completed,1266.03
4112,2040,45,Pizza,2025-03-30,10:16:02,Pending,918.97
4113,355,90,Burger,2024-12-25,14:29:45,Completed,875.21
4114,2784,262,Chicken Biryani,2025-02-27,12:57:15,Pending,1554.13
4115,2670,170,Fried Rice,2024-09-13,16:31:05,Completed,911.45
4116,1983,208,Paneer Curry,2024-05-22,01:58:16,Cancelled,227.99
4117,924,4,Chicken Biryani,2025-04-10,11:26:07,Pending,1818.43
4118,4505,250,Chicken Biryani,2025-12-02,15:53:49,Pending,1208.61
4119,623,37,Pizza,2024-11-22,16:50:02,Completed,1431.91
4120,3717,104,Pizza,2024-04-03,13:56:49,Completed,806.15
4121,1882,119,Chicken Biryani,2024-07-11,20:54:41,Cancelled,1746.27
4122,2310,299,Fried Rice,2024-10-06,19:17:12,Completed,1757.24
4123,3876,29,Paneer Curry,2025-03-04,12:02:44,Cancelled,677.98
4124,4326,117,Chicken Biryani,2024-05-28,03:56:31,Completed,630.25
4125,3378,271,Fried Rice,2025-02-09,09:39:02,Cancelled,1866.24
4126,4699,13,Pizza,2024-12-04,04:01:06,Cancelled,184.9
4127,531,166,Dosa,2024-03-11,23:45:17,Cancelled,1068.32
4128,808,26,Burger,2026-03-08,11:30:26,Completed,654.73
4129,2031,115,Pasta,2026-03-04,13:17:24,Completed,1556.23
4130,3949,189,Dosa,2024-01-07,11:29:40,Completed,995.07
4131,4733,277,Dosa,2024-02-24,00:06:19,Completed,882.57
4132,3694,230,Chicken Biryani,2024-09-26,08:29:37,Cancelled,1335.91
4133,88,139,Paneer Curry,2024-04-08,16:50:10,Completed,329.28
4134,1390,283,Burger,2024-07-07,12:24:56,Completed,1850.4
4135,3856,48,Paneer Curry,2025-10-04,20:35:07,Cancelled,1700.27
4136,3119,271,Veg Biryani,2025-07-06,13:37:15,Pending,831.75
4137,302,182,Veg Biryani,2025-03-31,13:39:08,Pending,1909.46
4138,1958,16,Veg Biryani,2024-08-30,20:29:27,Completed,1408.99
4139,4831,43,Pasta,2026-01-08,13:13:10,Cancelled,1565.87
4140,604,250,Burger,2024-07-12,09:00:20,Pending,660.54
4141,4253,132,Dosa,2025-05-26,01:01:00,Completed,845.13
4142,2425,182,Pizza,2025-12-22,22:55:07,Cancelled,748.01
4143,3827,11,Paneer Curry,2024-07-26,13:25:14,Pending,1746.21
4144,2138,201,Pizza,2024-01-07,20:59:29,Completed,1001.67
4145,3485,76,Pizza,2025-10-25,11:39:47,Pending,328.04
4146,3365,14,Pizza,2025-11-08,05:49:46,Cancelled,1356.38
4147,994,288,Pasta,2026-01-27,02:21:40,Cancelled,1738.19
4148,217,113,Pasta,2024-01-21,04:16:46,Completed,1224.75
4149,2281,293,Chicken Biryani,2024-03-10,21:27:55,Cancelled,246.42
4150,402,101,Pizza,2025-04-23,01:46:57,Pending,1417.75
4151,4321,13,Fried Rice,2025-11-13,06:07:11,Cancelled,1373.92
4152,3809,252,Paneer Curry,2025-06-20,16:48:53,Completed,279.1
4153,3803,69,Pasta,2025-11-18,21:25:58,Cancelled,363.35
4154,4614,172,Pasta,2024-04-12,03:49:46,Cancelled,1353.35
4155,3287,157,Pasta,2026-01-22,21:50:29,Completed,1932.58
4156,2605,186,Pasta,2025-04-05,07:21:53,Cancelled,1620.53
4157,4857,86,Pizza,2025-12-03,04:04:49,Completed,785.71
4158,3018,206,Burger,2024-05-03,07:27:04,Cancelled,1687.75
4159,2313,272,Pizza,2026-01-26,16:43:55,Pending,204.38
4160,868,218,Paneer Curry,2025-05-22,12:59:42,Cancelled,619.49
4161,3409,243,Burger,2026-01-09,19:06:45,Pending,1137.72
4162,926,251,Paneer Curry,2025-07-18,04:45:33,Pending,1078.03
4163,3696,123,Fried Rice,2024-10-15,18:10:21,Cancelled,1865.59
4164,4507,158,Burger,2025-11-13,12:07:39,Cancelled,562.17
4165,4741,241,Veg Biryani,2025-01-30,22:00:21,Completed,779.26
4166,658,103,Chicken Biryani,2026-03-02,01:18:51,Cancelled,834.34
4167,4735,64,Pizza,2024-09-17,15:30:08,Pending,1642.53
4168,730,292,Pasta,2024-04-24,21:01:11,Cancelled,1201.37
4169,1958,20,Burger,2024-08-03,13:27:19,Cancelled,263.45
4170,3919,286,Burger,2026-02-22,20:12:39,Completed,723.36
4171,1087,264,Paneer Curry,2025-02-06,19:18:36,Pending,556.43
4172,1458,217,Pizza,2024-12-03,12:04:08,Completed,375.21
4173,4497,252,Dosa,2025-11-22,10:04:36,Pending,1067.86
4174,4576,81,Pasta,2024-04-26,06:46:58,Cancelled,1726.45
4175,2379,189,Veg Biryani,2025-08-26,07:10:16,Pending,553.83
4176,1126,297,Burger,2024-06-18,04:38:36,Completed,948.13
4177,3535,172,Chicken Biryani,2025-04-16,18:35:36,Completed,1187.2
4178,3060,29,Fried Rice,2024-10-10,15:59:50,Pending,1935.02
4179,3953,289,Veg Biryani,2025-12-10,18:01:13,Pending,685.23
4180,2468,109,Dosa,2024-03-16,04:34:14,Cancelled,720.22
4181,4120,40,Veg Biryani,2024-12-24,09:00:58,Cancelled,741.2
4182,4814,73,Paneer Curry,2024-12-26,01:09:09,Completed,214.31
4183,284,97,Pasta,2024-10-05,18:46:16,Cancelled,1439.44
4184,2887,214,Pizza,2025-01-17,16:24:35,Cancelled,602.37
4185,823,209,Pasta,2024-07-23,20:59:38,Pending,1955.78
4186,2584,167,Chicken Biryani,2025-06-17,19:33:19,Pending,1196.54
4187,4745,140,Dosa,2024-10-05,08:17:42,Completed,233.63
4188,129,154,Pizza,2026-01-04,02:27:21,Pending,1585.5
4189,2134,99,Fried Rice,2025-08-30,17:15:20,Pending,1702.01
4190,12,55,Veg Biryani,2024-06-02,04:10:38,Cancelled,1145.91
4191,3406,59,Burger,2025-10-17,22:23:23,Completed,1553.8
4192,2011,190,Paneer Curry,2025-10-04,21:20:37,Pending,515.06
4193,636,52,Veg Biryani,2024-11-10,18:18:22,Pending,1467.28
4194,2455,235,Fried Rice,2024-02-08,06:52:07,Pending,220.04
4195,2346,83,Pasta,2024-04-04,15:00:06,Completed,687.55
4196,2326,214,Pizza,2024-12-08,11:46:20,Completed,1834.62
4197,2800,129,Pasta,2024-05-06,08:23:34,Cancelled,1453.29
4198,2048,292,Dosa,2024-06-22,05:14:45,Completed,1041.56
4199,2017,152,Burger,2024-03-26,16:11:43,Pending,843.65
4200,2790,133,Paneer Curry,2024-03-04,22:43:38,Cancelled,213.22
4201,3418,26,Burger,2025-11-08,01:50:37,Cancelled,1107.92
4202,3617,296,Fried Rice,2024-03-19,01:52:26,Completed,855.42
4203,611,133,Veg Biryani,2024-12-11,04:51:33,Cancelled,453.36
4204,2385,55,Paneer Curry,2024-06-23,06:01:26,Pending,870.8
4205,341,173,Pasta,2025-01-27,18:44:09,Pending,1369.18
4206,2751,139,Veg Biryani,2024-03-28,19:15:08,Completed,530.46
4207,3212,185,Chicken Biryani,2024-07-20,15:49:43,Completed,1093.63
4208,2694,221,Fried Rice,2025-09-03,02:27:06,Cancelled,339.16
4209,811,192,Paneer Curry,2025-10-24,22:18:17,Cancelled,440.42
4210,1456,156,Pizza,2024-03-01,11:59:08,Completed,281.01
4211,841,145,Pizza,2025-08-21,04:13:43,Cancelled,1215.85
4212,4127,58,Dosa,2025-09-14,09:50:33,Completed,654.38
4213,1773,263,Fried Rice,2026-02-08,03:03:41,Cancelled,1442.15
4214,1553,298,Veg Biryani,2025-08-14,21:09:23,Pending,1726.87
4215,1261,3,Veg Biryani,2025-02-26,11:42:12,Completed,1663.09
4216,3689,155,Chicken Biryani,2024-02-01,03:56:05,Completed,217.09
4217,2480,158,Pasta,2025-06-02,23:32:31,Cancelled,1961.82
4218,3204,207,Fried Rice,2025-06-09,18:57:12,Cancelled,678.91
4219,1204,238,Pizza,2024-03-16,19:45:01,Cancelled,354.29
4220,3745,168,Veg Biryani,2025-11-08,14:02:19,Pending,706.88
4221,4725,64,Fried Rice,2024-10-06,23:16:29,Completed,1616.29
4222,4586,14,Veg Biryani,2026-01-06,04:08:20,Completed,478.49
4223,1126,112,Veg Biryani,2025-06-13,11:27:21,Pending,876.97
4224,1932,149,Pizza,2025-06-30,06:13:10,Cancelled,591.33
4225,1028,76,Dosa,2026-01-02,00:27:01,Pending,447.41
4226,670,125,Pizza,2025-02-06,17:21:10,Completed,1990.58
4227,2074,82,Burger,2024-11-16,08:59:21,Cancelled,916.95
4228,3884,198,Chicken Biryani,2024-02-10,16:19:04,Pending,1572.78
4229,4834,275,Paneer Curry,2025-09-25,07:12:19,Cancelled,1447.43
4230,3849,155,Chicken Biryani,2025-03-12,14:23:11,Cancelled,1437.5
4231,1099,39,Chicken Biryani,2025-05-26,17:43:25,Pending,1342.54
4232,425,11,Burger,2024-07-01,10:38:07,Completed,1434.04
4233,153,253,Pizza,2025-01-14,02:39:33,Pending,1620.76
4234,2266,94,Pasta,2024-05-20,12:32:55,Pending,663.96
4235,4357,107,Pizza,2024-03-07,15:54:21,Pending,1996.41
4236,4759,283,Fried Rice,2025-03-20,08:31:02,Cancelled,468.33
4237,848,283,Pizza,2025-07-22,23:56:28,Cancelled,1203.93
4238,1571,86,Paneer Curry,2025-01-25,23:35:48,Cancelled,1343.71
4239,3917,21,Dosa,2025-06-12,00:46:37,Completed,1343.34
4240,3741,119,Veg Biryani,2024-08-25,12:49:34,Cancelled,1274.69
4241,1928,37,Veg Biryani,2025-01-11,21:04:26,Cancelled,921.6
4242,1533,42,Burger,2025-08-15,21:35:48,Pending,588.96
4243,468,178,Chicken Biryani,2025-12-25,17:01:26,Pending,1968.8
4244,4061,246,Fried Rice,2025-11-02,00:07:12,Completed,1479.64
4245,4640,145,Pasta,2025-07-18,10:49:58,Completed,1590.61
4246,4134,214,Pasta,2025-04-12,13:45:30,Completed,1565.15
4247,95,167,Fried Rice,2024-08-31,19:54:34,Completed,1268.47
4248,2290,184,Dosa,2024-09-20,20:06:50,Cancelled,442.07
4249,2727,173,Veg Biryani,2025-01-14,21:12:55,Completed,1656.21
4250,2683,35,Fried Rice,2024-07-12,01:15:31,Pending,300.98
4251,2904,57,Veg Biryani,2025-02-27,07:34:45,Completed,1241.7
4252,2807,55,Burger,2025-05-24,11:14:11,Pending,551.23
4253,4960,6,Fried Rice,2026-02-13,12:56:33,Cancelled,177.22
4254,1945,255,Pizza,2024-03-07,17:53:07,Completed,566.04
4255,3989,258,Paneer Curry,2024-05-17,15:17:05,Completed,1986.93
4256,1774,280,Veg Biryani,2024-07-22,06:16:48,Completed,1089.99
4257,4312,292,Burger,2025-03-27,02:17:54,Pending,1895.72
4258,2623,72,Veg Biryani,2024-11-10,16:08:00,Completed,1817.94
4259,4763,217,Burger,2025-03-27,11:32:52,Pending,1795.36
4260,719,157,Burger,2024-08-10,02:33:38,Completed,1982.2
4261,4384,258,Pasta,2024-04-17,00:35:16,Completed,1951.1
4262,2739,298,Dosa,2024-02-25,15:43:41,Cancelled,1681.39
4263,4363,49,Chicken Biryani,2024-01-28,08:33:05,Completed,1445.37
4264,3050,48,Chicken Biryani,2024-10-31,19:55:14,Completed,362.5
4265,2495,39,Dosa,2025-05-27,05:34:22,Completed,1142.67
4266,1104,266,Dosa,2025-04-03,01:39:29,Pending,237.84
4267,3856,273,Paneer Curry,2025-10-11,20:01:49,Cancelled,1609.98
4268,527,145,Paneer Curry,2024-07-15,06:41:20,Completed,514.09
4269,2295,97,Dosa,2024-05-11,00:45:00,Cancelled,1051.68
4270,2514,157,Pizza,2024-08-06,07:27:40,Completed,201.57
4271,369,11,Dosa,2025-01-04,02:24:55,Pending,123.66
4272,2395,57,Burger,2024-01-13,22:54:05,Completed,560.7
4273,3730,293,Dosa,2025-01-10,12:09:32,Completed,208.97
4274,1048,119,Fried Rice,2025-04-28,05:20:33,Pending,1539.44
4275,1069,44,Paneer Curry,2025-12-10,16:54:10,Pending,1614.43
4276,4915,287,Paneer Curry,2024-03-19,19:01:55,Cancelled,1161
4277,3470,244,Paneer Curry,2025-04-09,17:52:50,Pending,1745.76
4278,3936,238,Veg Biryani,2024-08-10,18:12:29,Completed,1604.89
4279,689,273,Burger,2025-09-13,19:33:11,Cancelled,978.17
4280,342,143,Paneer Curry,2025-10-13,05:51:08,Completed,193.01
4281,4809,130,Fried Rice,2025-01-04,04:15:23,Pending,1509.82
4282,693,234,Burger,2025-02-23,18:33:41,Pending,333.32
4283,4085,297,Pasta,2025-07-22,01:06:53,Pending,1488.48
4284,877,179,Paneer Curry,2024-02-11,09:01:42,Pending,1078.8
4285,4660,55,Fried Rice,2025-09-26,07:00:58,Completed,1363.95
4286,271,186,Dosa,2026-01-07,05:06:17,Pending,1249.79
4287,4781,94,Paneer Curry,2026-02-24,08:34:32,Completed,1387.63
4288,255,211,Burger,2024-11-19,09:09:45,Cancelled,710.35
4289,70,72,Chicken Biryani,2025-03-06,16:36:20,Cancelled,1000.33
4290,2910,101,Paneer Curry,2025-10-12,02:43:11,Cancelled,1354.65
4291,2838,184,Fried Rice,2024-07-09,02:00:31,Cancelled,752.76
4292,2188,145,Chicken Biryani,2024-08-12,11:38:11,Pending,1546.63
4293,3385,234,Paneer Curry,2025-06-12,21:36:28,Cancelled,1939.25
4294,4816,85,Pizza,2025-06-22,19:35:22,Completed,1553.1
4295,3732,72,Chicken Biryani,2024-02-02,01:24:32,Pending,160.73
4296,2543,254,Veg Biryani,2026-02-13,22:31:14,Completed,1590.71
4297,866,228,Fried Rice,2024-10-29,14:39:20,Cancelled,1044.55
4298,2290,49,Chicken Biryani,2025-12-10,00:34:07,Cancelled,1972.87
4299,3350,248,Veg Biryani,2025-07-19,15:33:56,Cancelled,906.66
4300,3551,65,Dosa,2024-10-06,05:25:21,Pending,1668.6
4301,2120,289,Pasta,2025-05-24,02:09:31,Pending,274.47
4302,4114,238,Paneer Curry,2024-01-17,04:16:37,Completed,554.15
4303,3795,25,Dosa,2024-06-09,11:52:48,Cancelled,672.26
4304,3798,126,Pizza,2026-02-11,01:03:40,Pending,1699.4
4305,4343,290,Paneer Curry,2025-11-06,15:24:22,Cancelled,1797.23
4306,1752,30,Dosa,2025-09-07,02:10:43,Completed,1085.24
4307,3624,257,Pizza,2024-04-13,16:53:42,Pending,879.41
4308,2324,240,Chicken Biryani,2025-08-10,05:51:22,Pending,1727.54
4309,1570,31,Veg Biryani,2024-05-04,03:49:59,Cancelled,920.89
4310,1114,127,Veg Biryani,2024-10-22,08:55:20,Pending,1853.97
4311,3045,50,Veg Biryani,2025-12-06,13:47:50,Completed,991.79
4312,3889,30,Chicken Biryani,2025-08-31,02:56:14,Completed,629.91
4313,2219,102,Pizza,2026-02-16,16:45:31,Pending,1790
4314,2425,15,Fried Rice,2025-11-30,17:04:32,Completed,834.29
4315,1269,106,Veg Biryani,2024-11-18,03:19:41,Completed,1664.64
4316,545,59,Chicken Biryani,2024-09-21,03:58:35,Cancelled,378.52
4317,4005,53,Burger,2025-01-23,00:25:17,Cancelled,875.78
4318,433,17,Fried Rice,2025-08-20,07:25:25,Completed,451.89
4319,2170,84,Pasta,2025-11-22,11:15:39,Pending,1349.49
4320,1640,287,Dosa,2024-09-07,13:18:31,Cancelled,375.85
4321,983,64,Pasta,2026-03-04,15:27:09,Completed,1931.04
4322,4677,160,Dosa,2024-11-16,22:36:58,Cancelled,386.34
4323,4375,141,Fried Rice,2025-12-19,03:06:16,Pending,514.15
4324,4386,79,Pasta,2026-02-20,11:31:54,Cancelled,359.23
4325,3021,31,Veg Biryani,2025-10-18,22:45:02,Pending,1720.85
4326,2548,17,Pizza,2025-08-17,23:55:02,Completed,371.1
4327,3035,118,Fried Rice,2024-12-21,20:12:45,Cancelled,225.21
4328,2731,88,Chicken Biryani,2024-07-30,22:53:09,Pending,172.67
4329,374,255,Veg Biryani,2025-05-22,11:30:38,Cancelled,1409.92
4330,1736,185,Dosa,2025-10-07,16:25:21,Pending,1834.69
4331,2298,243,Paneer Curry,2025-01-01,06:35:02,Pending,1026.96
4332,4633,200,Dosa,2024-10-19,09:57:24,Cancelled,581.13
4333,2313,28,Chicken Biryani,2024-11-09,15:33:05,Pending,136.37
4334,4187,70,Pasta,2025-08-04,19:22:19,Pending,1147.11
4335,2984,187,Burger,2024-05-08,16:39:22,Pending,989.76
4336,2881,149,Pasta,2024-08-21,20:28:44,Completed,1215.68
4337,182,131,Chicken Biryani,2024-05-23,04:24:56,Pending,415.46
4338,2902,102,Pasta,2025-01-04,09:13:18,Completed,294.05
4339,4699,114,Pizza,2025-03-20,02:12:02,Cancelled,1517.17
4340,3608,289,Pizza,2025-04-24,01:07:53,Pending,1910.13
4341,3907,152,Burger,2025-01-04,03:47:31,Completed,1409
4342,1783,68,Fried Rice,2026-03-03,02:04:01,Completed,1340.28
4343,2435,127,Dosa,2024-08-24,21:16:50,Pending,1883.12
4344,4696,184,Pizza,2025-04-15,20:16:22,Cancelled,1858.34
4345,4091,136,Pasta,2025-03-13,03:18:22,Cancelled,613.62
4346,2903,182,Paneer Curry,2024-11-09,22:00:32,Cancelled,1073.3
4347,3676,99,Veg Biryani,2024-04-28,06:18:34,Pending,1454.11
4348,1178,225,Veg Biryani,2024-10-21,23:59:03,Cancelled,549.73
4349,194,83,Burger,2024-05-28,10:11:21,Cancelled,1934.18
4350,3898,199,Veg Biryani,2025-02-07,04:42:33,Pending,888.27
4351,2268,21,Dosa,2024-10-04,01:06:24,Cancelled,1855.27
4352,814,42,Pizza,2024-12-10,13:20:48,Cancelled,830.21
4353,1006,9,Fried Rice,2025-05-31,02:53:34,Completed,1882.92
4354,4358,83,Chicken Biryani,2025-12-25,04:46:44,Pending,1576.9
4355,2774,183,Pizza,2024-10-25,23:10:18,Cancelled,1957.33
4356,3441,252,Paneer Curry,2024-05-18,16:06:20,Pending,463.21
4357,2608,136,Burger,2025-10-01,07:39:10,Completed,1661.45
4358,1092,226,Burger,2025-04-12,07:02:45,Cancelled,906.27
4359,1533,41,Fried Rice,2026-02-03,21:03:40,Completed,197.2
4360,12,251,Paneer Curry,2024-05-21,13:48:42,Completed,247.3
4361,2060,268,Pasta,2024-07-17,22:51:57,Cancelled,1372.99
4362,1775,255,Veg Biryani,2025-01-26,12:29:52,Pending,1816.9
4363,913,14,Fried Rice,2025-05-02,09:03:07,Completed,128.09
4364,1594,34,Paneer Curry,2025-08-04,20:22:05,Completed,177
4365,424,244,Burger,2025-08-04,13:09:23,Completed,998.1
4366,1067,244,Burger,2024-08-21,03:50:21,Pending,1889.72
