delivery_id,order_id,delivery_status,delivery_time,rider_id
15854,15854,Delivered,32 mins,178
15855,15855,In Transit,93 mins,240
15856,15856,In Transit,75 mins,89
15857,15857,Delivered,58 mins,43
15858,15858,Not Delivered,81 mins,478
15859,15859,In Transit,109 mins,115
15860,15860,Delivered,36 mins,276
15861,15861,Delivered,49 mins,40
15862,15862,Delivered,77 mins,94
15863,15863,Not Delivered,97 mins,1
15864,15864,Not Delivered,25 mins,430
15865,15865,Not Delivered,108 mins,400
15866,15866,Not Delivered,74 mins,362
15867,15867,Not Delivered,32 mins,284
15868,15868,Not Delivered,41 mins,126
15869,15869,In Transit,27 mins,128
15870,15870,Delivered,34 mins,174
15871,15871,In Transit,29 mins,105
15872,15872,In Transit,95 mins,453
15873,15873,Delivered,44 mins,460
15874,15874,In Transit,16 mins,177
15875,15875,Delivered,19 mins,450
15876,15876,In Transit,105 mins,365
15877,15877,Delivered,18 mins,194
15878,15878,Not Delivered,29 mins,42
15879,15879,Delivered,66 mins,496
15880,15880,In Transit,60 mins,157
15881,15881,Not Delivered,101 mins,274
15882,15882,In Transit,118 mins,71
15883,15883,Not Delivered,61 mins,48
15884,15884,Delivered,59 mins,410
15885,15885,In Transit,93 mins,488
15886,15886,In Transit,43 mins,204
15887,15887,Not Delivered,48 mins,277
15888,15888,In Transit,82 mins,367
15889,15889,In Transit,71 mins,197
15890,15890,Not Delivered,114 mins,56
15891,15891,Delivered,52 mins,75
15892,15892,Not Delivered,86 mins,89
15893,15893,In Transit,51 mins,436
15894,15894,In Transit,70 mins,58
15895,15895,Delivered,26 mins,196
15896,15896,Delivered,69 mins,373
15897,15897,Not Delivered,115 mins,11
15898,15898,Not Delivered,111 mins,499
15899,15899,Not Delivered,113 mins,266
15900,15900,In Transit,39 mins,121
15901,15901,Not Delivered,90 mins,66
15902,15902,In Transit,84 mins,74
15903,15903,Not Delivered,49 mins,170
15904,15904,Not Delivered,57 mins,387
15905,15905,Not Delivered,117 mins,449
15906,15906,Not Delivered,17 mins,169
15907,15907,In Transit,80 mins,316
15908,15908,In Transit,41 mins,412
15909,15909,Not Delivered,110 mins,402
15910,15910,Not Delivered,106 mins,375
15911,15911,Not Delivered,25 mins,454
15912,15912,In Transit,42 mins,41
15913,15913,In Transit,37 mins,40
15914,15914,Delivered,19 mins,279
15915,15915,Delivered,82 mins,3
15916,15916,In Transit,97 mins,448
15917,15917,Not Delivered,56 mins,131
15918,15918,In Transit,107 mins,392
15919,15919,Delivered,84 mins,403
15920,15920,Not Delivered,30 mins,106
15921,15921,Delivered,119 mins,441
15922,15922,In Transit,41 mins,233
15923,15923,Not Delivered,95 mins,284
15924,15924,Delivered,38 mins,428
15925,15925,Not Delivered,17 mins,90
15926,15926,Delivered,20 mins,487
15927,15927,Delivered,50 mins,98
15928,15928,In Transit,61 mins,419
15929,15929,Delivered,116 mins,60
15930,15930,Not Delivered,80 mins,15
15931,15931,Delivered,43 mins,76
15932,15932,In Transit,54 mins,432
15933,15933,Delivered,114 mins,102
15934,15934,In Transit,44 mins,38
15935,15935,In Transit,72 mins,144
15936,15936,Delivered,36 mins,218
15937,15937,In Transit,89 mins,314
15938,15938,Not Delivered,119 mins,136
15939,15939,Not Delivered,48 mins,65
15940,15940,Delivered,89 mins,20
15941,15941,In Transit,17 mins,261
15942,15942,In Transit,48 mins,21
15943,15943,Not Delivered,58 mins,55
15944,15944,Delivered,29 mins,144
15945,15945,In Transit,55 mins,85
15946,15946,Not Delivered,114 mins,424
15947,15947,In Transit,100 mins,481
15948,15948,Delivered,72 mins,452
15949,15949,In Transit,110 mins,199
15950,15950,In Transit,113 mins,429
15951,15951,In Transit,108 mins,468
15952,15952,In Transit,113 mins,175
15953,15953,Delivered,108 mins,12
15954,15954,Delivered,87 mins,430
15955,15955,Not Delivered,106 mins,155
15956,15956,Delivered,52 mins,385
15957,15957,Delivered,33 mins,335
15958,15958,Delivered,62 mins,349
15959,15959,Not Delivered,39 mins,411
15960,15960,In Transit,89 mins,205
15961,15961,Delivered,51 mins,477
15962,15962,Not Delivered,71 mins,475
15963,15963,Not Delivered,20 mins,249
15964,15964,Not Delivered,48 mins,38
15965,15965,In Transit,36 mins,69
15966,15966,Delivered,40 mins,443
15967,15967,Not Delivered,42 mins,468
15968,15968,Delivered,65 mins,424
15969,15969,Delivered,112 mins,159
15970,15970,Not Delivered,82 mins,336
15971,15971,Not Delivered,97 mins,239
15972,15972,In Transit,17 mins,110
15973,15973,Not Delivered,30 mins,77
15974,15974,In Transit,106 mins,461
15975,15975,Not Delivered,110 mins,413
15976,15976,Not Delivered,91 mins,158
15977,15977,In Transit,115 mins,459
15978,15978,Delivered,80 mins,208
15979,15979,In Transit,119 mins,156
15980,15980,Delivered,22 mins,89
15981,15981,In Transit,94 mins,5
15982,15982,Not Delivered,82 mins,147
15983,15983,Delivered,94 mins,455
15984,15984,Not Delivered,45 mins,474
15985,15985,Delivered,58 mins,185
15986,15986,In Transit,30 mins,2
15987,15987,In Transit,83 mins,16
15988,15988,Not Delivered,45 mins,11
15989,15989,Delivered,86 mins,491
15990,15990,Not Delivered,98 mins,183
15991,15991,Not Delivered,70 mins,496
15992,15992,In Transit,75 mins,244
15993,15993,Delivered,41 mins,46
15994,15994,In Transit,60 mins,448
15995,15995,In Transit,46 mins,397
15996,15996,Delivered,91 mins,292
15997,15997,Delivered,118 mins,94
15998,15998,Not Delivered,72 mins,483
15999,15999,In Transit,40 mins,148
16000,16000,Not Delivered,87 mins,160
16001,16001,In Transit,89 mins,438
16002,16002,Delivered,104 mins,100
16003,16003,Delivered,87 mins,232
16004,16004,Delivered,94 mins,461
16005,16005,Delivered,74 mins,74
16006,16006,Not Delivered,60 mins,142
16007,16007,Delivered,66 mins,302
16008,16008,In Transit,15 mins,117
16009,16009,Not Delivered,39 mins,336
16010,16010,Not Delivered,104 mins,454
16011,16011,Not Delivered,54 mins,218
16012,16012,Delivered,61 mins,262
16013,16013,In Transit,56 mins,1
16014,16014,In Transit,53 mins,455
16015,16015,Not Delivered,114 mins,466
16016,16016,In Transit,32 mins,359
16017,16017,Delivered,91 mins,119
16018,16018,Not Delivered,98 mins,28
16019,16019,Delivered,85 mins,9
16020,16020,Delivered,112 mins,133
16021,16021,Delivered,30 mins,322
16022,16022,In Transit,99 mins,377
16023,16023,In Transit,35 mins,461
16024,16024,Not Delivered,89 mins,245
16025,16025,Delivered,108 mins,496
16026,16026,Delivered,33 mins,438
16027,16027,Not Delivered,76 mins,236
16028,16028,In Transit,35 mins,441
16029,16029,Not Delivered,22 mins,209
16030,16030,In Transit,17 mins,88
16031,16031,Not Delivered,41 mins,343
16032,16032,Not Delivered,46 mins,282
16033,16033,Delivered,86 mins,447
16034,16034,Delivered,88 mins,372
16035,16035,Delivered,40 mins,137
16036,16036,Delivered,64 mins,170
16037,16037,Not Delivered,68 mins,75
16038,16038,In Transit,44 mins,209
16039,16039,In Transit,62 mins,307
16040,16040,In Transit,28 mins,238
16041,16041,Delivered,89 mins,363
16042,16042,Delivered,50 mins,192
16043,16043,Not Delivered,109 mins,450
16044,16044,Delivered,33 mins,490
16045,16045,Not Delivered,74 mins,8
16046,16046,Not Delivered,119 mins,132
16047,16047,In Transit,33 mins,464
16048,16048,Delivered,114 mins,469
16049,16049,Delivered,41 mins,273
16050,16050,Not Delivered,17 mins,494
16051,16051,Not Delivered,114 mins,313
16052,16052,Not Delivered,39 mins,13
16053,16053,Delivered,29 mins,89
16054,16054,Not Delivered,91 mins,180
16055,16055,Not Delivered,95 mins,150
16056,16056,Delivered,46 mins,142
16057,16057,In Transit,25 mins,83
16058,16058,Delivered,101 mins,149
16059,16059,In Transit,103 mins,79
16060,16060,Delivered,16 mins,187
16061,16061,Delivered,32 mins,226
16062,16062,In Transit,110 mins,204
16063,16063,In Transit,65 mins,287
16064,16064,Delivered,76 mins,284
16065,16065,Delivered,74 mins,201
16066,16066,Delivered,66 mins,72
16067,16067,In Transit,15 mins,168
16068,16068,Not Delivered,28 mins,41
16069,16069,Delivered,118 mins,337
16070,16070,Not Delivered,102 mins,177
16071,16071,Not Delivered,38 mins,162
16072,16072,In Transit,49 mins,73
16073,16073,Not Delivered,93 mins,459
16074,16074,Not Delivered,42 mins,204
16075,16075,Not Delivered,34 mins,460
16076,16076,In Transit,24 mins,49
16077,16077,Not Delivered,16 mins,7
16078,16078,In Transit,37 mins,139
16079,16079,Not Delivered,116 mins,395
16080,16080,Not Delivered,76 mins,10
16081,16081,Delivered,25 mins,382
16082,16082,Delivered,25 mins,445
16083,16083,In Transit,108 mins,23
16084,16084,In Transit,79 mins,423
16085,16085,Delivered,109 mins,473
16086,16086,In Transit,51 mins,347
16087,16087,In Transit,107 mins,188
16088,16088,Not Delivered,81 mins,161
16089,16089,In Transit,51 mins,473
16090,16090,In Transit,73 mins,414
16091,16091,Not Delivered,27 mins,52
16092,16092,Not Delivered,43 mins,85
16093,16093,In Transit,92 mins,347
16094,16094,In Transit,26 mins,147
16095,16095,In Transit,57 mins,491
16096,16096,Delivered,16 mins,137
16097,16097,Not Delivered,99 mins,266
16098,16098,Delivered,59 mins,155
16099,16099,In Transit,73 mins,470
16100,16100,Not Delivered,58 mins,176
16101,16101,In Transit,38 mins,106
16102,16102,In Transit,65 mins,451
16103,16103,Not Delivered,68 mins,247
16104,16104,Delivered,45 mins,414
16105,16105,Delivered,38 mins,350
16106,16106,In Transit,27 mins,19
16107,16107,Not Delivered,101 mins,185
16108,16108,Not Delivered,28 mins,445
16109,16109,Not Delivered,40 mins,292
16110,16110,Not Delivered,92 mins,415
16111,16111,Not Delivered,45 mins,136
16112,16112,In Transit,75 mins,194
16113,16113,Delivered,49 mins,145
16114,16114,Delivered,71 mins,362
16115,16115,In Transit,94 mins,187
16116,16116,Delivered,111 mins,117
16117,16117,In Transit,40 mins,244
16118,16118,In Transit,106 mins,317
16119,16119,In Transit,91 mins,355
16120,16120,In Transit,92 mins,271
16121,16121,Delivered,104 mins,164
16122,16122,Not Delivered,98 mins,202
16123,16123,Not Delivered,118 mins,411
16124,16124,Not Delivered,111 mins,2
16125,16125,Delivered,102 mins,312
16126,16126,Delivered,118 mins,436
16127,16127,In Transit,43 mins,424
16128,16128,Not Delivered,23 mins,250
16129,16129,Delivered,76 mins,43
16130,16130,In Transit,35 mins,79
16131,16131,Not Delivered,43 mins,124
16132,16132,Delivered,40 mins,471
16133,16133,Not Delivered,43 mins,34
16134,16134,Not Delivered,89 mins,278
16135,16135,In Transit,52 mins,374
16136,16136,Not Delivered,69 mins,253
16137,16137,Delivered,75 mins,495
16138,16138,Not Delivered,33 mins,403
16139,16139,Delivered,37 mins,225
16140,16140,Delivered,61 mins,212
16141,16141,In Transit,114 mins,83
16142,16142,Delivered,67 mins,36
16143,16143,Not Delivered,52 mins,23
16144,16144,Not Delivered,67 mins,95
16145,16145,In Transit,19 mins,387
16146,16146,Delivered,82 mins,343
16147,16147,Delivered,32 mins,317
16148,16148,In Transit,72 mins,333
16149,16149,In Transit,16 mins,415
16150,16150,Delivered,48 mins,353
16151,16151,Delivered,108 mins,81
16152,16152,Not Delivered,114 mins,41
16153,16153,In Transit,25 mins,249
16154,16154,In Transit,41 mins,26
16155,16155,Delivered,113 mins,256
16156,16156,Not Delivered,51 mins,334
16157,16157,In Transit,21 mins,105
16158,16158,Not Delivered,108 mins,163
16159,16159,Delivered,98 mins,428
16160,16160,In Transit,58 mins,445
16161,16161,Not Delivered,28 mins,80
16162,16162,Not Delivered,73 mins,248
16163,16163,In Transit,95 mins,119
16164,16164,In Transit,93 mins,118
16165,16165,Delivered,90 mins,381
16166,16166,Delivered,117 mins,491
16167,16167,In Transit,100 mins,78
16168,16168,Delivered,93 mins,135
16169,16169,Delivered,60 mins,498
16170,16170,Not Delivered,92 mins,127
16171,16171,Delivered,83 mins,378
16172,16172,Delivered,92 mins,427
16173,16173,In Transit,92 mins,25
16174,16174,Not Delivered,40 mins,221
16175,16175,Not Delivered,102 mins,333
16176,16176,Not Delivered,88 mins,118
16177,16177,In Transit,107 mins,398
16178,16178,In Transit,61 mins,460
16179,16179,In Transit,111 mins,276
16180,16180,In Transit,65 mins,298
16181,16181,In Transit,114 mins,214
16182,16182,Delivered,87 mins,118
16183,16183,Not Delivered,92 mins,375
16184,16184,Not Delivered,71 mins,290
16185,16185,Delivered,19 mins,290
16186,16186,Delivered,61 mins,282
16187,16187,In Transit,66 mins,134
16188,16188,Not Delivered,118 mins,54
16189,16189,In Transit,84 mins,115
16190,16190,In Transit,68 mins,93
16191,16191,Delivered,36 mins,349
16192,16192,Delivered,118 mins,101
16193,16193,Not Delivered,39 mins,291
16194,16194,Delivered,53 mins,233
16195,16195,In Transit,65 mins,285
16196,16196,Delivered,46 mins,265
16197,16197,In Transit,68 mins,234
16198,16198,In Transit,87 mins,466
16199,16199,Delivered,81 mins,320
16200,16200,Not Delivered,101 mins,267
16201,16201,Delivered,86 mins,185
16202,16202,In Transit,95 mins,301
16203,16203,Not Delivered,31 mins,357
16204,16204,Delivered,114 mins,138
16205,16205,Not Delivered,17 mins,411
16206,16206,In Transit,65 mins,157
16207,16207,In Transit,98 mins,401
16208,16208,In Transit,43 mins,344
16209,16209,In Transit,78 mins,249
16210,16210,Not Delivered,29 mins,30
16211,16211,Not Delivered,65 mins,252
16212,16212,Not Delivered,25 mins,305
16213,16213,Delivered,20 mins,211
16214,16214,Not Delivered,76 mins,372
16215,16215,In Transit,43 mins,308
16216,16216,In Transit,41 mins,89
16217,16217,In Transit,84 mins,499
16218,16218,Delivered,23 mins,11
16219,16219,Not Delivered,72 mins,334
16220,16220,Delivered,45 mins,93
16221,16221,Delivered,56 mins,146
16222,16222,Delivered,25 mins,401
16223,16223,Not Delivered,29 mins,312
16224,16224,Delivered,32 mins,262
16225,16225,Delivered,115 mins,449
16226,16226,In Transit,41 mins,453
16227,16227,In Transit,109 mins,142
16228,16228,Delivered,83 mins,443
16229,16229,Not Delivered,28 mins,195
16230,16230,In Transit,48 mins,61
16231,16231,Not Delivered,100 mins,294
16232,16232,In Transit,34 mins,158
16233,16233,Not Delivered,116 mins,434
16234,16234,Delivered,60 mins,122
16235,16235,Not Delivered,116 mins,296
16236,16236,Not Delivered,60 mins,242
16237,16237,Delivered,95 mins,370
16238,16238,In Transit,49 mins,251
16239,16239,Delivered,87 mins,285
16240,16240,Delivered,45 mins,415
16241,16241,In Transit,44 mins,197
16242,16242,Delivered,113 mins,215
16243,16243,Not Delivered,104 mins,225
16244,16244,Not Delivered,36 mins,300
16245,16245,In Transit,52 mins,333
16246,16246,Delivered,112 mins,149
16247,16247,Delivered,96 mins,140
16248,16248,In Transit,94 mins,427
16249,16249,Delivered,51 mins,487
16250,16250,Not Delivered,99 mins,483
16251,16251,Delivered,53 mins,166
16252,16252,Delivered,85 mins,60
16253,16253,Delivered,28 mins,48
16254,16254,In Transit,24 mins,460
16255,16255,Not Delivered,114 mins,43
16256,16256,In Transit,20 mins,206
16257,16257,In Transit,66 mins,246
16258,16258,Delivered,50 mins,322
16259,16259,In Transit,46 mins,30
16260,16260,Delivered,115 mins,317
16261,16261,Not Delivered,116 mins,477
16262,16262,Delivered,28 mins,138
16263,16263,Not Delivered,83 mins,222
16264,16264,Not Delivered,92 mins,181
16265,16265,In Transit,103 mins,478
16266,16266,Not Delivered,48 mins,208
16267,16267,Delivered,64 mins,495
16268,16268,In Transit,69 mins,310
16269,16269,Not Delivered,95 mins,306
16270,16270,In Transit,35 mins,228
16271,16271,Not Delivered,76 mins,19
16272,16272,Delivered,44 mins,87
16273,16273,Delivered,110 mins,233
16274,16274,Delivered,102 mins,145
16275,16275,Delivered,109 mins,456
16276,16276,Not Delivered,42 mins,289
16277,16277,Not Delivered,82 mins,338
16278,16278,Not Delivered,77 mins,140
16279,16279,In Transit,17 mins,463
16280,16280,Delivered,74 mins,154
16281,16281,Not Delivered,93 mins,331
16282,16282,In Transit,106 mins,174
16283,16283,Delivered,94 mins,218
16284,16284,Not Delivered,76 mins,40
16285,16285,Not Delivered,72 mins,187
16286,16286,Delivered,32 mins,127
16287,16287,In Transit,41 mins,52
16288,16288,In Transit,91 mins,133
16289,16289,In Transit,89 mins,302
16290,16290,Delivered,105 mins,434
16291,16291,Delivered,116 mins,11
16292,16292,Not Delivered,18 mins,253
16293,16293,Delivered,42 mins,417
16294,16294,Not Delivered,86 mins,185
16295,16295,Delivered,101 mins,366
16296,16296,In Transit,103 mins,476
16297,16297,In Transit,75 mins,359
16298,16298,Delivered,74 mins,70
16299,16299,Not Delivered,108 mins,274
16300,16300,Delivered,58 mins,36
16301,16301,In Transit,101 mins,275
16302,16302,In Transit,67 mins,404
16303,16303,In Transit,18 mins,19
16304,16304,Not Delivered,48 mins,18
16305,16305,In Transit,31 mins,291
16306,16306,In Transit,110 mins,86
16307,16307,Delivered,98 mins,294
16308,16308,In Transit,79 mins,351
16309,16309,Delivered,23 mins,247
16310,16310,Not Delivered,55 mins,78
16311,16311,Delivered,72 mins,277
16312,16312,In Transit,36 mins,363
16313,16313,Not Delivered,85 mins,53
16314,16314,Not Delivered,15 mins,352
16315,16315,Not Delivered,71 mins,323
16316,16316,Not Delivered,34 mins,218
16317,16317,In Transit,88 mins,371
16318,16318,Delivered,74 mins,212
16319,16319,In Transit,109 mins,207
16320,16320,In Transit,105 mins,413
16321,16321,Not Delivered,62 mins,146
16322,16322,Not Delivered,21 mins,297
16323,16323,Delivered,93 mins,386
16324,16324,Delivered,88 mins,273
16325,16325,Not Delivered,102 mins,263
16326,16326,In Transit,102 mins,166
16327,16327,Not Delivered,111 mins,145
16328,16328,Delivered,85 mins,207
16329,16329,In Transit,116 mins,32
16330,16330,Delivered,20 mins,418
16331,16331,In Transit,112 mins,146
16332,16332,Delivered,26 mins,129
16333,16333,Delivered,117 mins,447
16334,16334,In Transit,59 mins,488
16335,16335,Not Delivered,73 mins,64
16336,16336,In Transit,94 mins,122
16337,16337,Delivered,38 mins,341
16338,16338,In Transit,108 mins,484
16339,16339,Delivered,78 mins,100
16340,16340,Delivered,40 mins,466
16341,16341,In Transit,31 mins,463
16342,16342,In Transit,105 mins,377
16343,16343,Not Delivered,46 mins,405
16344,16344,Not Delivered,67 mins,180
16345,16345,In Transit,37 mins,377
16346,16346,Not Delivered,89 mins,302
16347,16347,Not Delivered,35 mins,338
16348,16348,Not Delivered,81 mins,143
16349,16349,Delivered,78 mins,5
16350,16350,Not Delivered,80 mins,213
16351,16351,Delivered,109 mins,160
16352,16352,Not Delivered,29 mins,499
16353,16353,In Transit,66 mins,35
16354,16354,In Transit,80 mins,17
16355,16355,In Transit,86 mins,324
16356,16356,Delivered,63 mins,432
16357,16357,In Transit,21 mins,154
16358,16358,Delivered,86 mins,115
16359,16359,In Transit,117 mins,127
16360,16360,Delivered,88 mins,117
16361,16361,In Transit,74 mins,158
16362,16362,Delivered,114 mins,326
16363,16363,Delivered,77 mins,348
16364,16364,Not Delivered,60 mins,416
16365,16365,Not Delivered,86 mins,239
16366,16366,Not Delivered,54 mins,407
16367,16367,In Transit,102 mins,188
16368,16368,In Transit,115 mins,221
16369,16369,Not Delivered,94 mins,52
16370,16370,Delivered,80 mins,435
16371,16371,In Transit,21 mins,261
16372,16372,Not Delivered,108 mins,451
16373,16373,Delivered,60 mins,437
16374,16374,Not Delivered,64 mins,126
16375,16375,Not Delivered,69 mins,99
16376,16376,Delivered,15 mins,265
16377,16377,Not Delivered,104 mins,451
16378,16378,Delivered,85 mins,254
16379,16379,Delivered,38 mins,75
16380,16380,Delivered,105 mins,296
16381,16381,Delivered,76 mins,438
16382,16382,Not Delivered,35 mins,205
16383,16383,In Transit,43 mins,227
16384,16384,Not Delivered,34 mins,5
16385,16385,Not Delivered,85 mins,364
16386,16386,Not Delivered,26 mins,298
16387,16387,Delivered,57 mins,324
16388,16388,In Transit,120 mins,256
16389,16389,In Transit,46 mins,365
16390,16390,Not Delivered,83 mins,256
16391,16391,Not Delivered,54 mins,379
16392,16392,In Transit,22 mins,79
16393,16393,In Transit,106 mins,435
16394,16394,In Transit,103 mins,348
16395,16395,In Transit,69 mins,82
16396,16396,Delivered,52 mins,22
16397,16397,In Transit,59 mins,116
16398,16398,Not Delivered,79 mins,78
16399,16399,Not Delivered,110 mins,354
16400,16400,Delivered,35 mins,194
16401,16401,In Transit,76 mins,144
16402,16402,In Transit,56 mins,270
16403,16403,In Transit,73 mins,80
16404,16404,Not Delivered,23 mins,310
16405,16405,Not Delivered,17 mins,204
16406,16406,In Transit,16 mins,110
16407,16407,Not Delivered,33 mins,56
16408,16408,Delivered,22 mins,18
16409,16409,Delivered,31 mins,409
16410,16410,In Transit,95 mins,187
16411,16411,In Transit,92 mins,448
16412,16412,In Transit,102 mins,292
16413,16413,In Transit,78 mins,439
16414,16414,Delivered,120 mins,197
16415,16415,Not Delivered,80 mins,296
16416,16416,In Transit,79 mins,262
16417,16417,In Transit,74 mins,404
16418,16418,In Transit,58 mins,466
16419,16419,Delivered,41 mins,103
16420,16420,In Transit,26 mins,89
16421,16421,Not Delivered,43 mins,104
16422,16422,Not Delivered,62 mins,396
16423,16423,In Transit,77 mins,135
16424,16424,In Transit,95 mins,322
16425,16425,Not Delivered,42 mins,133
16426,16426,Delivered,113 mins,472
16427,16427,Delivered,72 mins,312
16428,16428,Not Delivered,78 mins,468
16429,16429,Delivered,87 mins,364
16430,16430,In Transit,23 mins,171
16431,16431,Not Delivered,60 mins,46
16432,16432,Not Delivered,27 mins,315
16433,16433,Delivered,33 mins,340
16434,16434,In Transit,54 mins,458
16435,16435,Delivered,22 mins,189
16436,16436,In Transit,28 mins,113
16437,16437,In Transit,20 mins,326
16438,16438,Not Delivered,31 mins,32
16439,16439,Not Delivered,65 mins,329
16440,16440,Delivered,76 mins,80
16441,16441,Not Delivered,43 mins,114
16442,16442,Not Delivered,116 mins,147
16443,16443,Delivered,32 mins,156
16444,16444,In Transit,79 mins,460
16445,16445,Not Delivered,46 mins,303
16446,16446,In Transit,114 mins,253
16447,16447,Delivered,72 mins,394
16448,16448,In Transit,67 mins,325
16449,16449,Delivered,49 mins,387
16450,16450,Delivered,33 mins,182
16451,16451,Not Delivered,82 mins,39
16452,16452,In Transit,38 mins,62
16453,16453,Not Delivered,117 mins,361
16454,16454,Delivered,96 mins,108
16455,16455,Delivered,76 mins,39
16456,16456,Delivered,25 mins,497
16457,16457,Not Delivered,80 mins,224
16458,16458,Not Delivered,110 mins,322
16459,16459,Delivered,45 mins,98
16460,16460,Delivered,21 mins,277
16461,16461,Not Delivered,50 mins,134
16462,16462,Not Delivered,57 mins,188
16463,16463,Delivered,38 mins,100
16464,16464,Delivered,30 mins,57
16465,16465,In Transit,116 mins,14
16466,16466,Not Delivered,24 mins,310
16467,16467,In Transit,56 mins,293
16468,16468,In Transit,49 mins,401
16469,16469,Not Delivered,112 mins,307
16470,16470,Delivered,83 mins,89
16471,16471,Not Delivered,75 mins,346
16472,16472,Not Delivered,85 mins,188
16473,16473,Not Delivered,34 mins,442
16474,16474,Not Delivered,22 mins,482
16475,16475,Delivered,111 mins,378
16476,16476,In Transit,86 mins,267
16477,16477,Not Delivered,58 mins,371
16478,16478,Not Delivered,34 mins,69
16479,16479,Delivered,19 mins,228
16480,16480,In Transit,120 mins,208
16481,16481,Delivered,41 mins,448
16482,16482,In Transit,15 mins,92
16483,16483,Not Delivered,99 mins,287
16484,16484,In Transit,20 mins,462
16485,16485,Not Delivered,94 mins,488
16486,16486,In Transit,45 mins,435
16487,16487,In Transit,70 mins,24
16488,16488,Not Delivered,101 mins,102
16489,16489,Not Delivered,113 mins,72
16490,16490,In Transit,57 mins,259
16491,16491,Delivered,21 mins,6
16492,16492,In Transit,115 mins,182
16493,16493,Not Delivered,20 mins,310
16494,16494,Not Delivered,87 mins,196
16495,16495,Delivered,94 mins,355
16496,16496,Not Delivered,110 mins,399
16497,16497,Delivered,16 mins,141
16498,16498,Not Delivered,115 mins,123
16499,16499,Delivered,53 mins,254
16500,16500,Delivered,71 mins,30
16501,16501,Delivered,104 mins,394
16502,16502,Not Delivered,35 mins,412
16503,16503,Not Delivered,107 mins,254
16504,16504,In Transit,61 mins,351
16505,16505,Delivered,23 mins,267
16506,16506,Not Delivered,22 mins,134
16507,16507,Not Delivered,65 mins,30
16508,16508,In Transit,77 mins,268
16509,16509,In Transit,101 mins,36
16510,16510,In Transit,15 mins,288
16511,16511,Not Delivered,57 mins,247
16512,16512,Delivered,100 mins,430
16513,16513,Delivered,60 mins,215
16514,16514,In Transit,114 mins,8
16515,16515,Not Delivered,98 mins,55
16516,16516,Delivered,35 mins,273
16517,16517,Delivered,109 mins,289
16518,16518,In Transit,72 mins,103
16519,16519,Delivered,31 mins,179
16520,16520,Not Delivered,28 mins,261
16521,16521,Not Delivered,63 mins,85
16522,16522,In Transit,45 mins,303
16523,16523,In Transit,118 mins,111
16524,16524,Not Delivered,100 mins,493
16525,16525,Delivered,61 mins,376
16526,16526,Not Delivered,40 mins,453
16527,16527,In Transit,49 mins,86
16528,16528,Delivered,20 mins,219
16529,16529,Delivered,100 mins,330
16530,16530,Delivered,19 mins,85
16531,16531,Delivered,30 mins,62
16532,16532,In Transit,16 mins,428
16533,16533,In Transit,42 mins,61
16534,16534,Not Delivered,102 mins,178
16535,16535,Delivered,19 mins,301
16536,16536,Not Delivered,95 mins,484
16537,16537,Not Delivered,86 mins,5
16538,16538,In Transit,85 mins,385
16539,16539,In Transit,50 mins,183
16540,16540,Delivered,23 mins,445
16541,16541,Delivered,59 mins,314
16542,16542,Not Delivered,86 mins,427
16543,16543,Not Delivered,74 mins,269
16544,16544,In Transit,90 mins,28
16545,16545,Not Delivered,56 mins,144
16546,16546,Not Delivered,119 mins,81
16547,16547,Delivered,19 mins,441
16548,16548,Delivered,19 mins,456
16549,16549,In Transit,97 mins,163
16550,16550,Delivered,18 mins,106
16551,16551,Not Delivered,35 mins,208
16552,16552,Not Delivered,78 mins,82
16553,16553,Not Delivered,64 mins,352
16554,16554,Delivered,20 mins,208
16555,16555,In Transit,95 mins,10
16556,16556,Not Delivered,65 mins,148
16557,16557,Not Delivered,52 mins,499
16558,16558,In Transit,38 mins,235
16559,16559,In Transit,95 mins,243
16560,16560,Not Delivered,35 mins,394
16561,16561,Not Delivered,28 mins,259
16562,16562,Not Delivered,24 mins,174
16563,16563,In Transit,41 mins,279
16564,16564,In Transit,76 mins,318
16565,16565,Delivered,43 mins,324
16566,16566,Delivered,64 mins,290
16567,16567,Delivered,106 mins,194
16568,16568,Not Delivered,100 mins,326
16569,16569,Delivered,53 mins,141
16570,16570,Delivered,88 mins,24
16571,16571,Not Delivered,68 mins,266
16572,16572,Delivered,27 mins,285
16573,16573,In Transit,86 mins,301
16574,16574,Not Delivered,35 mins,280
16575,16575,Delivered,76 mins,471
16576,16576,Delivered,72 mins,198
16577,16577,Delivered,103 mins,253
16578,16578,Not Delivered,68 mins,416
16579,16579,In Transit,50 mins,499
16580,16580,Not Delivered,72 mins,192
16581,16581,Delivered,76 mins,325
16582,16582,Delivered,90 mins,162
16583,16583,Not Delivered,34 mins,22
16584,16584,In Transit,64 mins,331
16585,16585,Not Delivered,61 mins,441
16586,16586,Not Delivered,33 mins,140
16587,16587,Not Delivered,88 mins,158
16588,16588,Not Delivered,69 mins,126
16589,16589,Not Delivered,76 mins,452
16590,16590,Delivered,66 mins,27
16591,16591,Delivered,114 mins,125
16592,16592,Not Delivered,54 mins,12
16593,16593,Delivered,109 mins,37
16594,16594,In Transit,38 mins,208
16595,16595,Not Delivered,91 mins,432
16596,16596,Delivered,30 mins,232
16597,16597,Not Delivered,116 mins,216
16598,16598,Delivered,85 mins,26
16599,16599,In Transit,73 mins,475
16600,16600,Delivered,41 mins,227
